what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576640295218
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576640300359
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576640301828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576640302906
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576640305642
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576640305844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640308876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640309767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640309970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640312345
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1576640312361
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576640314889
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576640314921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576640318888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640320029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640333752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640334533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640334971
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576640335580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640338159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640340581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640341456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640342909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640343894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640344894
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576640348207
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576640348472
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576640349942
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576640350848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640364490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576640366974
