what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576553098529
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576553099543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553153534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553154828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553155045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553156321
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576553156475
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576553156518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553158281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553184744
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576553186658
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576553186658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553192194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553193476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553193688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553195014
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576553195167
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576553195209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553197782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553234581
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576553236589
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576553236589
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1576553257170
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576553374609
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576553389784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553392372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576553399257
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576553399435
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576553399513
