what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1576315430416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1576315435734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1576315436943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315456987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315457097
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1576315460226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315460329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315461095
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1576315463639
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576315466179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1576315478097
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576315482379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576315499411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315504664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315505734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576315505744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315511483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315512355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576315512547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315519931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315523145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315525273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315546837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576315550417
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576315555077
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576315567966
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576315568272
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576315568369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315571568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315571577
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1576315573695
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576315578762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315582540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315586411
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576315586459
closed,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1576315586485
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576315586506
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576315586558
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576315586568
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576315586600
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576315586646
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576315586684
closed,editor,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.editor",1576315586721
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576315586807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315588760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315601616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315601655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315602473
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1576315602480
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576315605619
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576315605667
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1576315614588
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576315620872
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576315624313
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576315632325
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576315632447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315640982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315658556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315660764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315663819
error,log,,,"Internal Error",1576315679758
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576315680395
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576315681667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315683575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315684670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315684707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576315685518
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1576315685525
