what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576599444758
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576599444758
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576599446035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576599446781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599458670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599479284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599496477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599498952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599508090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599512931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599539138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599547691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599561149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599570767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599580126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599598303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599611454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599617642
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599673167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599673923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599674390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599680386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599682644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599683487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599693042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599704281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599716077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599740289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576599771715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576599773209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576599789410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599794527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576599803939
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576599806731
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576599809426
